2023-02-06 00:00:30,326 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:02:30,330 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:04:30,331 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:06:30,331 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:08:30,331 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:10:30,330 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:12:30,330 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:14:30,330 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:16:30,336 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:16:31,986 [pool-9-thread-1] INFO  EmailUtil Email to emiliano1992@yahoo.com was sent.
2023-02-06 00:18:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:20:30,326 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:22:30,321 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:24:30,326 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:26:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:28:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:30:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:32:30,326 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:34:30,322 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:36:30,326 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:38:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-02-06 00:40:30,325 [pool-8-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
