2023-02-04 22:54:20,500 [pool-2-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 22:54:22,192 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 264 ms
2023-02-04 22:54:22,238 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /bootstrap/js/bootstrap.bundle.min.js/null Access time : 6 ms
2023-02-04 22:54:22,238 [http-nio-8080-exec-5] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/gb.png/null Access time : 7 ms
2023-02-04 22:54:22,245 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/ua.png/null Access time : 1 ms
2023-02-04 22:54:22,268 [http-nio-8080-exec-7] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /images/peakpx.jpg/null Access time : 0 ms
2023-02-04 22:54:28,121 [http-nio-8080-exec-8] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 22:54:28,153 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 65 ms
2023-02-04 22:56:20,451 [pool-2-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 22:58:20,436 [pool-2-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:00:56,483 [pool-2-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:00:59,051 [http-nio-8080-exec-2] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:00:59,241 [http-nio-8080-exec-2] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 231 ms
2023-02-04 23:01:27,611 [pool-4-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:01:32,341 [http-nio-8080-exec-8] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:01:32,398 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 98 ms
2023-02-04 23:03:27,569 [pool-4-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:04:51,142 [pool-6-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:05:01,771 [pool-8-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:05:32,673 [pool-10-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:05:43,336 [pool-12-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:05:57,951 [http-nio-8080-exec-1] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:05:58,003 [http-nio-8080-exec-1] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 98 ms
2023-02-04 23:07:09,216 [http-nio-8080-exec-16] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 29 ms
2023-02-04 23:07:14,466 [http-nio-8080-exec-18] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:07:14,499 [http-nio-8080-exec-18] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 76 ms
2023-02-04 23:07:15,161 [pool-14-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:09:15,158 [pool-14-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:10:15,190 [http-nio-8080-exec-19] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 12 ms
2023-02-04 23:10:32,725 [http-nio-8080-exec-20] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:10:32,734 [http-nio-8080-exec-20] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 22 ms
2023-02-04 23:11:15,145 [pool-14-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:12:30,008 [pool-16-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:12:47,731 [http-nio-8080-exec-20] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:12:47,765 [http-nio-8080-exec-20] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 61 ms
2023-02-04 23:13:51,611 [pool-18-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:14:11,273 [http-nio-8080-exec-27] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 52 ms
2023-02-04 23:14:15,895 [http-nio-8080-exec-22] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:14:15,908 [http-nio-8080-exec-22] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 40 ms
2023-02-04 23:15:51,597 [pool-18-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:16:54,684 [pool-20-thread-1] WARN  DailyWithdrawCommand An error occurred while executing daily withdrawal.
2023-02-04 23:16:56,678 [http-nio-8080-exec-23] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 52 ms
2023-02-04 23:17:02,290 [http-nio-8080-exec-33] WARN  LoginCommand An error occurred while logging into the system.
2023-02-04 23:17:02,304 [http-nio-8080-exec-33] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /controller/action=login Access time : 44 ms
