2023-01-14 00:45:05,235 [pool-2-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
2023-01-14 00:45:13,824 [http-nio-8080-exec-2] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /index.jsp/null Access time : 165 ms
2023-01-14 00:45:13,840 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /images/gb.svg/null Access time : 3 ms
2023-01-14 00:45:13,840 [http-nio-8080-exec-4] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /images/ua.svg/null Access time : 3 ms
2023-01-14 00:45:17,388 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /test/null Access time : 0 ms
2023-01-14 00:45:21,488 [http-nio-8080-exec-7] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /test/null Access time : 0 ms
2023-01-14 00:46:02,345 [http-nio-8080-exec-9] INFO  LogAccessFilter Login: Unlogged user, IP: 127.0.0.1 Page: /test/null Access time : 0 ms
2023-01-14 00:46:14,087 [http-nio-8080-exec-3] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /index.jsp/null Access time : 11 ms
2023-01-14 00:46:15,416 [http-nio-8080-exec-5] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /bootstrap/js/bootstrap.bundle.min.js.map/null Access time : 0 ms
2023-01-14 00:46:15,425 [http-nio-8080-exec-6] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /bootstrap.min.css.map/null Access time : 0 ms
2023-01-14 00:46:17,549 [http-nio-8080-exec-7] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /test/null Access time : 0 ms
2023-01-14 00:46:27,153 [http-nio-8080-exec-8] INFO  LogAccessFilter Login: Unlogged user, IP: 0:0:0:0:0:0:0:1 Page: /test/null Access time : 0 ms
2023-01-14 00:47:05,201 [pool-2-thread-1] INFO  DailyWithdrawCommand Daily withdrawal successfully completed.
